"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"WITCH 5.0","EN_NPi2020_400f","Countries of South Asia; primarily India","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0.001239846986595,9.881635592025261e-9,9.79130985535227e-9,2.27108014246692,13.8112606400362,26.8418804779243,45.9804769268,72.24846988765921,107.067740094417,152.340076849568,120.181378094579,94.818522587042,74.81386254649541,43.2308579193438,46.586359763757,33.84621080716131,23.3649173444062,0.1037604530015119,8.54201992165501e-9
"WITCH 5.0","EN_NPi2020_400f","Countries of South Asia; primarily India","Secondary Energy|Electricity","EJ/yr","",3.55960187599898,4.83011790398964,6.99839268616161,3.433902529626971,4.40983475554806,6.30423180452755,9.02638734122267,12.4944041667906,15.5511556269099,18.350094946249,20.89443983423,23.4490429757462,24.9275859308249,26.482264378641,28.8526680128127,31.008649363667,32.921315482213,34.9211954773023,36.5654268802595
"WITCH 5.0","EN_NPi2020_400f","Countries of South Asia; primarily India","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",816.243407868875,1035.7062112292,1442.74168858941,207.575117770625,7.8762356763076,-27.9203689131921,-53.7362204984908,-86.6625543538972,-130.393489744312,-186.481330196268,-147.274610846118,-116.306561986483,-91.798091250548,-52.8850779462566,-57.1805200103754,-41.5389759849408,-28.6924256095159,-0.107222968151246,0.0080125612007625
"WITCH 5.0","EN_NPi2020_400f","Other countries of Asia","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0.0038697404253925,2.9777793718493124e-8,2.9505601819786586e-8,2.786602293164362,15.022900244367351,29.19034858977912,49.9985228399627,78.5579520213872,116.4145559080297,165.63602346441553,228.9275693026371,309.7835740495942,412.6836424536944,543.344122804499,702.2760779907051,865.5680712465299,1041.258230141033,1239.2800082817198,1361.17149941926
"WITCH 5.0","EN_NPi2020_400f","Other countries of Asia","Secondary Energy|Electricity","EJ/yr","",2.902179592977931,3.781035038815195,4.676394531665445,3.7500951803164098,3.563456899109648,3.85646553450841,4.599998061317924,6.18231455450084,8.974637923056111,11.23693081847831,14.36052444459358,16.958907146466302,19.36450218907869,21.42676913192071,23.492449923914563,25.7523494059811,28.0756084784198,31.117992206709623,34.07434244588197
"WITCH 5.0","EN_NPi2020_400f","Other countries of Asia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",446.7651245360846,535.0206557061647,701.6288584309332,383.86636837377705,274.80688426306125,194.34963899761533,105.71437009548004,3.492207730274401,-55.225007278346894,-131.49248803267528,-228.19008153403087,-338.8489976115804,-467.982242456884,-627.614357247107,-821.740084597318,-1024.397118934041,-1243.5621282420768,-1495.335186474655,-1664.542167087319
"WITCH 5.0","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0.0018376591077776,0.0031795329520771,0.0042117440599507,2.14321788272227,9.168904042465693,18.2887276431516,31.80624950469869,50.4416331494709,75.2025552987502,107.4405006181019,135.742849843773,159.52427288869762,215.16009175944168,355.169573871486,463.886221685652,601.660586250843,776.1871751661661,997.225367942159,1211.140622643432
"WITCH 5.0","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Secondary Energy|Electricity","EJ/yr","",1.4012653172856409,1.565075267234666,2.4963456602252,2.1352185884989168,2.181345023250785,2.666400289374232,3.5441343726270897,4.5635065006416,5.99052359507607,7.96540895604567,10.42528770316658,14.35701145580143,19.88464568896859,28.32369576464533,33.50269868899393,38.42645498633481,40.99205045721024,43.49626285535442,44.61658494855478
"WITCH 5.0","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",291.0593385295241,285.5221516228122,417.516806229606,189.3094584399068,103.5437419112517,74.9298981090616,80.8495717710516,76.6343529730352,74.07944319484349,63.69898881312711,38.092525525511896,-7.397578528750405,-90.8070419178562,-290.695649344195,-438.849144512538,-587.796901994372,-774.82731471178,-1008.862818074532,-1230.083047644308
"WITCH 5.0","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0.000638921950811,0.0010611816069925,0.0014037364505811,5.18774272898646,15.0456480360996,29.24285284896889,31.6457483949949,32.5172556694578,33.3887629439198,33.9120752845791,34.9484744736821,35.91230820870879,36.8761419437348,38.0514887953857,38.8939117434152,39.5998559952036,40.3058002685016,41.0469311673152,41.8990574029719
"WITCH 5.0","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Secondary Energy|Electricity","EJ/yr","",3.863752290259149,4.8562021875142,7.58320354659895,7.73822441297626,7.020492591416089,6.96994349520473,8.44770702720545,11.6880899742906,18.8403400204067,21.5332782155995,24.1329289802796,27.587975935106,31.6662163272772,33.8913876203105,36.1011364861802,38.4022692564727,40.4914106644565,42.7347624783767,45.143580872476
"WITCH 5.0","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",710.6140438014149,804.786341163647,1310.73973517178,1265.30094726367,962.505271418441,651.932779117784,502.746688346492,194.381800123002,-21.0442726468908,-34.9269529933021,-43.8735215929961,-50.3017374462308,-57.1802217231773,-60.2149123454421,-61.9879499366696,-63.3061590038797,-64.5056796631058,-65.7164539640574,-67.089477618427
"WITCH 5.0","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0.0029754420849504,0.0017967520062093,0.0070883073328114,4.972826517399167,22.89855949312484,58.2112703678245,77.52762975866565,126.45460171242036,263.9843068209488,375.606952473272,519.1372665289562,702.499672602912,935.852852761679,1232.16013395636,1564.1519677637311,1902.7635572419813,2355.803321668923,2943.60628565603,3687.903075405085
"WITCH 5.0","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Secondary Energy|Electricity","EJ/yr","",4.89523971941808,5.40172848345837,6.402541486058889,6.81099465400083,7.6533881280082205,9.48762817528666,12.287323286079308,14.693142278401009,17.53563608794331,20.01140091655738,21.91873645704849,23.96615095935515,26.042228980151428,28.1710949778966,30.72883608223578,33.02949491990171,35.283658800219975,38.5623151842584,42.41811905371805
"WITCH 5.0","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",348.0508977331135,441.3800398288209,490.8467789546359,265.15831968807333,134.0733104078307,8.5864553025571,-78.7103561480802,-154.69409490273569,-363.4027438462567,-519.894414272547,-720.482062204714,-975.5649082795288,-1299.866010745603,-1711.4955047105022,-2173.266911888923,-2645.226054261682,-3276.080999815472,-4094.517542424748,-5130.766769156286
"AIM/CGE 2.2","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,4.9142,29.1308,56.2415,89.1047,379.8104,826.179,1281.3312,1327.5559,1305.016,1357.7603,1391.4721,1416.8392,1441.6939,1481.4457,1526.908
"AIM/CGE 2.2","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Secondary Energy|Electricity","EJ/yr","",17.8293,17.5063,19.229,20.8329,23.783900000000003,26.675400000000003,27.6728,29.8717,35.3966,41.232800000000005,47.0781,49.868,52.9205,55.9661,57.2108,58.112,59.1364,60.3737,61.615
"AIM/CGE 2.2","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",2098.0346,1794.906,1823.5422,1321.4799,919.7104,609.4563999999999,295.2548,13.9634,-304.56960000000004,-757.5817,-1217.2975,-1270.9815999999998,-1254.9433,-1314.0668,-1353.177,-1383.4601,-1412.7777,-1456.4595,-1505.3707
"AIM/CGE 2.2","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,1.3466,9.5185,23.0561,46.1341,210.7176,481.3411,899.2923000000001,1038.3831,1074.5035,1100.5386,1100.497,1102.6159,1116.494,1123.98,1134.8086
"AIM/CGE 2.2","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Secondary Energy|Electricity","EJ/yr","",12.0965,12.0298,13.1385,14.3632,17.1936,19.3934,20.3187,22.1776,26.2058,30.3275,35.0336,38.1664,40.8678,42.8277,43.819,44.196200000000005,44.4892,44.7386,45.21
"AIM/CGE 2.2","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",1136.9996,986.5324,988.1851,724.5677,509.9859,351.1234,177.60019999999997,14.5796,-163.17649999999998,-437.5347,-858.0242,-1000.8714,-1040.8108,-1071.1788,-1075.8684,-1082.0536,-1099.4326,-1109.9155,-1123.2045
"AIM/CGE 2.2","EN_NPi2020_400f","Pacific OECD","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0.3435999999999999,3.0447,7.2493,15.6236,107.9669,231.5494,346.0105,541.7101,674.917,759.6291,805.7734,842.1759999999999,880.4109,919.1182,954.6155
"AIM/CGE 2.2","EN_NPi2020_400f","Pacific OECD","Secondary Energy|Electricity","EJ/yr","",4.9738,4.7965,5.0735,4.9068,5.5597,6.2644,6.4638,6.5384,7.2092,8.2208,9.3089,10.702100000000002,11.7617,12.4014,12.6344,12.7741,12.9261,13.0633,13.1741
"AIM/CGE 2.2","EN_NPi2020_400f","Pacific OECD","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",554.4402,624.1102000000001,644.6254,494.5092,358.3104,259.8844,149.21519999999998,35.008599999999994,-66.50489999999999,-190.9071,-305.4764,-503.066,-638.3788,-725.7161,-775.0967,-814.6578999999999,-855.8697,-897.3042,-935.3124
"AIM/CGE 2.2","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0.9759,7.5534,18.7219,36.3582,141.3659,270.3348,437.914,550.4458,579.2088,596.527,608.1682999999999,626.0988,644.0007999999999,660.6380999999999,676.3127999999999
"AIM/CGE 2.2","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Secondary Energy|Electricity","EJ/yr","",6.1696,5.988,6.7649,8.592600000000001,10.3888,12.138,13.2465,15.430700000000002,19.7447,22.7704,25.1715,27.309,29.0336,30.1512,30.6352,31.5161,32.4669,33.3945,34.2207
"AIM/CGE 2.2","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",1232.2234999999998,1126.7325,1260.1392,1290.5576,988.9109,761.432,469.0293,113.7439,-47.1586,-195.8426,-371.9867,-493.048,-530.2754,-555.0772,-571.8236999999999,-593.5809,-615.1309,-635.1368,-653.8248000000001
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,2.6725,24.0258,66.0398,133.305,383.1152,690.6298,1135.3282,1948.2621,2293.9261,2482.4783,2628.8738,2752.7071,2869.3845,2982.8146,3091.9334
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Secondary Energy|Electricity","EJ/yr","",15.107,22.0434,29.0339,38.2653,51.0949,59.9261,65.3192,72.118,80.2569,87.0794,93.5817,100.5089,105.6865,109.3137,111.445,113.0948,114.7958,116.2022,117.423
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",3474.9081,4407.2717,5686.4724,5167.4911,3297.0356,2369.8376,1524.4476,383.6947,22.8573,-356.6929,-865.7677,-1744.4514,-2143.0905,-2370.6195,-2541.4232,-2682.67,-2809.2569,-2930.4137,-3046.2994
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of South Asia; primarily India","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,1.2134,9.985,23.0733,45.3644,212.79,457.3703,653.992,763.4852,829.4809,888.7382,954.7298,1016.0496,1077.4594,1137.1489,1192.6587
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of South Asia; primarily India","Secondary Energy|Electricity","EJ/yr","",4.0132,5.5968,7.044,8.9542,11.9134,14.874,16.6456,19.0177,22.7511,26.2594,30.0045,33.7506,37.2162,40.0893,42.1067,43.6778,45.0899,46.262,47.1003
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of South Asia; primarily India","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",845.5245,1207.2758,1465.0841,1106.897,610.9488,412.7154,290.9468,70.5396,-111.934,-369.6125,-576.3336,-694.7359,-771.1339,-839.1818,-909.9108,-975.6088,-1041.5184,-1105.6306,-1165.278
"AIM/CGE 2.2","EN_NPi2020_400f","Other countries of Asia","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,2.2693,18.7801,39.8153,70.9213,375.2076,875.4975000000001,1078.1251,1188.6322,1272.2758,1345.0403,1391.5936,1429.3737999999998,1462.4114,1492.9838,1524.4035
"AIM/CGE 2.2","EN_NPi2020_400f","Other countries of Asia","Secondary Energy|Electricity","EJ/yr","",5.6836,6.7695,7.8629,8.2704,9.3772,11.3728,12.7187,14.854,20.4487,26.5777,31.2993,35.1852,39.0309,42.0722,43.6586,45.0366,46.4189,47.7513,48.8194
"AIM/CGE 2.2","EN_NPi2020_400f","Other countries of Asia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",789.9735,944.8606,1084.1092,944.5669,753.2015,571.2861,310.2608,36.5259,-296.2676,-803.6204,-1007.0258,-1121.9471,-1211.4411,-1291.0853,-1343.3969,-1386.6264,-1425.0913,-1460.7445,-1496.6325000000002
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0.9221,7.463299999999999,14.660799999999998,24.8234,169.59210000000002,302.5088,406.6445,499.6558,573.7727,646.2047,705.2976,757.999,808.1639,853.7017000000001,900.0045
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Secondary Energy|Electricity","EJ/yr","",2.3046,2.6808,3.2307,3.9296,5.208,6.4851,7.2509,8.4758,11.2752,14.3236,17.374,20.0539,23.0692,26.0106,28.2069,30.1554,32.0837,33.882600000000004,35.6361
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",389.0767,431.5666,510.0889,438.5327,331.90070000000003,249.593,148.4674,26.579700000000003,-133.226,-269.522,-374.9207,-469.8628,-546.2488000000001,-621.0327,-681.7466999999999,-736.1787,-788.2746000000001,-835.8149000000001,-884.0172
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0.9913,9.5659,24.1816,46.9463,205.9608,432.7411,607.481,692.9228,751.0502,791.6532,822.6504,852.8097,881.4806,908.3139,933.6743
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Secondary Energy|Electricity","EJ/yr","",3.3997,4.1218,4.8797,5.494,6.4769,8.0731,9.4742,11.4418,15.3515,18.9659,22.5317,25.3969,28.1303,30.2431,31.5219,32.6584,33.8672,35.0723,36.2697
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",630.281,746.4645,859.3212,909.0877,764.2556,584.7203,334.4823,58.3909,-143.8738,-382.0097,-559.0054,-648.0862,-710.3863,-755.636,-790.287,-823.748,-855.5297,-885.2637,-913.2341
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,1.2755999999999998,10.3027,22.2126,40.202,250.6976,553.1265999999999,640.6193000000001,735.8798,817.7306,878.266,903.6257,921.0178,939.7581,960.7698,979.2025
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Secondary Energy|Electricity","EJ/yr","",4.7721,5.4777000000000005,6.1229,8.5161,10.5336,11.6266,12.2731,13.3144,15.9212,18.5706,20.3089,22.24,24.0946,25.5637,26.2342,26.7257,27.2591,27.8546,28.4024
"AIM/CGE 2.2","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",311.8641,393.5384,437.8655,432.1073,313.0815,217.4466,111.7862,0.3733000000000004,-222.4663,-528.5138999999999,-617.2123,-713.831,-797.5496,-860.3009,-887.7083,-907.0142,-927.5313,-950.1382,-970.0011
"GEM-E3_V2021","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Secondary Energy|Electricity","EJ/yr","","",16.905956829825307,17.544104725313886,18.22643047297783,19.5483633459644,20.981687223753475,22.659885695935003,25.912160272927323,28.5083884993148,30.85205192020578,32.94621143011899,35.07993439925868,37.30270556875716,39.24180730965197,41.22887454755861,43.280677216623126,45.28346431455963,47.31497517044932,49.34586290239221
"GEM-E3_V2021","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",1971.9396879725343,1796.787032598795,1214.899487054406,844.966257227444,301.1091626878977,137.97552967214887,-61.65701836640137,-817.0315092708443,-1070.4265371213098,-1311.4316711494218,-1402.3098989933562,-1477.52999220218,-1589.7979272234209,-1691.852068005771,-1786.3294022129849,-1883.351371469887,-1976.762823602212,-2080.0262762582565
"GEM-E3_V2021","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Secondary Energy|Electricity","EJ/yr","","",14.589637143342443,15.370068857976836,15.709804728571456,17.708518064497238,19.15036321900737,20.964562642504152,23.28768871051717,25.62116498008533,27.55273610312778,28.8697790022062,30.10466379916833,31.610204519064176,32.607465783401885,33.93404711099526,35.01212021527563,36.21935493361581,37.341069227097904,38.54096063215799
"GEM-E3_V2021","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",1282.388051844714,1196.8199360147653,1086.0139298929323,698.9820525588952,426.653037730205,195.1864369453444,91.25429993951504,11.250514655637572,-73.36901683954265,-122.51617961718544,-171.6286637201685,-217.28015445838523,-242.64911293525105,-261.5486834098484,-272.7266354671996,-276.06218735184314,-279.00450023930176,-281.87098132302293
"GEM-E3_V2021","EN_NPi2020_400f","Pacific OECD","Secondary Energy|Electricity","EJ/yr","","",4.631401326869928,4.821053236422562,4.938807460360482,5.058445779180569,5.236260908773127,5.547907103835737,6.052822019252447,6.539910981687021,6.877451907858715,7.147233040095241,7.407896203648685,7.712565526219439,7.956629817982842,8.307559257975266,8.599545105007449,8.964249493179606,9.3311851380005,9.73037318654784
"GEM-E3_V2021","EN_NPi2020_400f","Pacific OECD","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",635.9911176499324,607.6597816617349,565.5116860110304,408.6139652507594,150.99650779432,-63.45285343621568,-212.7094288547009,-379.3109710868092,-489.2107195573351,-606.1291287622553,-708.9807084568478,-793.094518155712,-899.1047372279636,-937.2176875469196,-1050.7145931136786,-1115.5955646084751,-1202.4394264091477,-1269.6731181424282
"GEM-E3_V2021","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Secondary Energy|Electricity","EJ/yr","","",5.262464956040663,5.982959233916266,6.44786231493649,7.610400183896458,8.16757650525863,8.917256967623267,10.302712466588112,11.468088561537858,12.538551658623833,13.618817448705276,14.964685321285764,15.536275332091424,15.953648362444634,15.957951261660122,17.284237097563423,18.728613333325185,19.924520688793827,21.240179455332253
"GEM-E3_V2021","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",620.0940625218456,637.4818888085872,409.5181659899539,367.0018298526005,254.81554023905244,10.950385492762734,-192.9312004226757,-414.1014618650475,-534.1990876233027,-589.0273239696223,-637.6617768349332,-711.5007512153762,-753.4065310548301,-812.570727982685,-855.9561244549003,-898.0695009307424,-982.4508299307718,-1071.748343667999
"GEM-E3_V2021","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Secondary Energy|Electricity","EJ/yr","","",20.15056211428398,23.934138475963568,28.845936432722866,35.24178289621551,40.61693532414097,47.44800393337152,56.36237060891219,63.21170479872037,64.94835677422998,67.47787707048995,69.66978235783051,71.74879645720357,73.30725882599206,74.72744554812306,76.06576949071466,77.6756983266475,79.42771816898663,81.41140811832396
"GEM-E3_V2021","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",4136.376283641474,4306.966852407956,3475.195319929004,2323.8447650271714,1138.2001610484872,409.81578469027727,-84.83713428171626,-337.8515868550357,-700.0513961477944,-817.9576109795742,-862.6576790167745,-889.029766456221,-942.3865856967116,-934.0092874400528,-964.1605919455538,-947.6653108400956,-927.8783906337276,-906.6081295892174
"GEM-E3_V2021","EN_NPi2020_400f","Countries of South Asia; primarily India","Secondary Energy|Electricity","EJ/yr","","",4.591560694501401,5.492225070432024,6.80991867786413,8.285366243932685,10.252576501694232,12.365824552572647,15.00909197178492,17.55815028981381,19.25673254115421,20.767733334165968,22.02755637540216,23.00950058952733,23.93270653603336,24.816169917613173,25.78684096863021,26.49667479059625,27.19277087051597,27.809971579829924
"GEM-E3_V2021","EN_NPi2020_400f","Countries of South Asia; primarily India","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",974.3617135259972,1100.9760787732168,543.9728665223006,223.06480158141727,89.94104275609217,-119.98592181175331,-263.41860211540904,-398.4838011455413,-492.7961128249159,-577.6470458411609,-984.6715198284076,-1635.5715610511545,-1931.7077117394108,-2076.056475693873,-2064.565270271513,-2202.096149909345,-2167.287460032172,-2128.199292690115
"GEM-E3_V2021","EN_NPi2020_400f","Other countries of Asia","Secondary Energy|Electricity","EJ/yr","","",2.806621188607003,3.224154121692008,3.5274667202867,3.9514865988597534,4.186427629524472,4.9406756623664645,6.370414390226523,7.880867499868874,8.80184430223282,9.484830098198165,10.322052611224477,11.1591971335512,11.738853721903794,12.36712182794984,12.896836774295524,13.395975662251342,14.11833522712358,14.820703645127251
"GEM-E3_V2021","EN_NPi2020_400f","Other countries of Asia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",406.0471188471008,449.69698813840085,381.4716514880324,295.92025167383264,98.26582406015166,-5.331825500246799,-60.62260593609759,-112.71162331093998,-142.37309155656942,-173.6960065070031,-171.44184281373515,-163.4908774947309,-185.37483217541285,-201.4222152837805,-218.802470692146,-229.2430750848025,-218.7799242513924,-217.35235722046048
"GEM-E3_V2021","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Secondary Energy|Electricity","EJ/yr","","",4.471482738146585,5.298860018089316,6.070410799108977,6.898111077435773,8.360775948663946,10.338721744431542,15.061725703747385,20.40304166383338,24.39843228133247,27.93510756507645,31.278513623948697,34.55969617552524,38.007715304830825,41.39507849941318,44.807875478839975,48.12394011585359,51.66085310244157,55.43793922587318
"GEM-E3_V2021","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",702.095941111417,858.1584362898468,793.4725157281503,743.5427647243998,344.16333775539493,237.1715897527786,205.58879592908,119.62356781713672,52.622681433425846,19.18994367593323,1.1411291621207185,1.2094953132403183,1.9881274895324024,-0.3704967850970092,-0.574010397867335,-0.6302343522217938,-0.6704110029245287,-0.6953961311716839
"GEM-E3_V2021","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Secondary Energy|Electricity","EJ/yr","","",3.790862480916437,4.141013144326939,4.381419355333337,4.663802193324969,5.022609948271191,5.489583024951029,6.526050641129833,7.6946228994543855,8.384609653924887,8.876815670454805,9.363341477723642,9.792603965626457,10.085765594668054,10.31255694627876,10.576522709096952,10.89746285488629,11.2617844485104,11.583325070813178
"GEM-E3_V2021","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",210.808736429455,231.53027543359576,161.31058694656883,99.3630903314621,32.4558956373206,8.202315675993697,-7.020939873753729,-30.850482712042663,-62.38575714755925,-124.86725860628638,-148.39681736959986,-179.04540393501645,-201.0814671590433,-228.70734779616515,-261.6640556354633,-282.1916619034711,-296.4207680479559,-307.8629381213243
"GEM-E3_V2021","EN_NPi2020_400f","Rest of the World (R10)","Secondary Energy|Electricity","EJ/yr","","",7.890430191384026,9.237707413583411,11.289450545693686,13.618385116562138,17.111009289479227,21.42034647095922,28.1966260409562,36.07983759178091,43.40870131900981,51.10420003766828,59.98967579508814,70.12803229780026,80.4816737562498,92.47421931299536,103.4576106696332,114.49139142356653,125.64784035661432,137.98458656843084
"GEM-E3_V2021","EN_NPi2020_400f","Rest of the World (R10)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",1196.158089192627,1157.9613854144454,1005.4302780640518,728.0629436103659,313.2913298942471,176.28439003394064,-2.078480527625544,-574.0506505869279,-786.5918105811623,-904.5629931866728,-1011.361772464787,-1049.4996504513583,-1112.4842604805483,-1106.8044340581584,-1143.549634182073,-1171.8735556362144,-1168.775660809714,-1037.8449464709358
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,4.365419080937756,5.174934892403488,7.974394944746598,22.16401060124927,37.82782274324721,29.34061961471987,19.69713258200748,"",0.0268873869147212,"",0.1069158987269409,"",4.818030613775179,"",1.464051807254624
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Secondary Energy|Electricity","EJ/yr","",17.79612698531379,17.00709147530151,18.30772933501824,17.61354084762329,19.83373981668041,21.53234549748515,25.13502083875147,29.21387500941428,34.28486216495335,37.97570915265613,42.45424290008241,"",53.47351817609058,"",54.05517319934779,"",51.84823843942277,"",50.75822712475913
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","North America; primarily the United States of America and Canada","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",2393.974203788923,1907.996043305122,1942.365229481683,911.3798856996392,704.4871969071685,466.3595634333731,186.118704411446,63.47134761762187,-25.98033863830231,-22.55896668785061,-14.19885834577858,"",-0.0098013240874872,"",-0.2003174933393896,"",-17.91337273532368,"",-19.84938433765199
